qid,figure_index,figure_count,session,paper,question,file_name,relative_path,public_url
0580-2022March-Paper22-Q21,0,2,2022March,Paper22,Q21,Q21-Box.png,2022March/Paper22/Q21-Box.png/Q21-Box.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper22/Q21-Box.png/Q21-Box.png
0580-2022March-Paper22-Q21,1,2,2022March,Paper22,Q21,Q21-Box.png,2022March/Paper22/Q21/Q21-Box.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper22/Q21/Q21-Box.png
0580-2022March-Paper22-Q22,0,2,2022March,Paper22,Q22,Q22-Trapezium.png,2022March/Paper22/Q22-Trapezium.png/Q22-Trapezium.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper22/Q22-Trapezium.png/Q22-Trapezium.png
0580-2022March-Paper22-Q22,1,2,2022March,Paper22,Q22,Q22-Trapezium.png,2022March/Paper22/Q22/Q22-Trapezium.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper22/Q22/Q22-Trapezium.png
0580-2022March-Paper42-Q02,0,3,2022March,Paper42,Q02,Q02.png,2022March/Paper42/Q02/Q02.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q02/Q02.png
0580-2022March-Paper42-Q02,1,3,2022March,Paper42,Q02,Q02b.png,2022March/Paper42/Q02/Q02b.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q02/Q02b.png
0580-2022March-Paper42-Q02,2,3,2022March,Paper42,Q02,m22_qp_42_Q02_img1.png,2022March/Paper42/Q02/m22_qp_42_Q02_img1.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q02/m22_qp_42_Q02_img1.png
0580-2022March-Paper42-Q04,0,4,2022March,Paper42,Q04,Q04a.png,2022March/Paper42/Q04/Q04a.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q04/Q04a.png
0580-2022March-Paper42-Q04,1,4,2022March,Paper42,Q04,Q04b.png,2022March/Paper42/Q04/Q04b.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q04/Q04b.png
0580-2022March-Paper42-Q04,2,4,2022March,Paper42,Q04,m22_qp_42_Q04_img1.png,2022March/Paper42/Q04/m22_qp_42_Q04_img1.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q04/m22_qp_42_Q04_img1.png
0580-2022March-Paper42-Q04,3,4,2022March,Paper42,Q04,m22_qp_42_Q04_img2.png,2022March/Paper42/Q04/m22_qp_42_Q04_img2.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q04/m22_qp_42_Q04_img2.png
0580-2022March-Paper42-Q05,0,4,2022March,Paper42,Q05,Q05.png,2022March/Paper42/Q05/Q05.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q05/Q05.png
0580-2022March-Paper42-Q05,1,4,2022March,Paper42,Q05,Q05c.png,2022March/Paper42/Q05/Q05c.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q05/Q05c.png
0580-2022March-Paper42-Q05,2,4,2022March,Paper42,Q05,Q05d.png,2022March/Paper42/Q05/Q05d.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q05/Q05d.png
0580-2022March-Paper42-Q05,3,4,2022March,Paper42,Q05,m22_qp_42_Q05_img1.png,2022March/Paper42/Q05/m22_qp_42_Q05_img1.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q05/m22_qp_42_Q05_img1.png
0580-2022March-Paper42-Q06,0,6,2022March,Paper42,Q06,Q06b.png,2022March/Paper42/Q06/Q06b.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q06/Q06b.png
0580-2022March-Paper42-Q06,1,6,2022March,Paper42,Q06,Q06c.png,2022March/Paper42/Q06/Q06c.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q06/Q06c.png
0580-2022March-Paper42-Q06,2,6,2022March,Paper42,Q06,Q06d.png,2022March/Paper42/Q06/Q06d.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q06/Q06d.png
0580-2022March-Paper42-Q06,3,6,2022March,Paper42,Q06,m22_qp_42_Q06_img1.png,2022March/Paper42/Q06/m22_qp_42_Q06_img1.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q06/m22_qp_42_Q06_img1.png
0580-2022March-Paper42-Q06,4,6,2022March,Paper42,Q06,m22_qp_42_Q06_img2.png,2022March/Paper42/Q06/m22_qp_42_Q06_img2.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q06/m22_qp_42_Q06_img2.png
0580-2022March-Paper42-Q06,5,6,2022March,Paper42,Q06,m22_qp_42_Q06_img3.png,2022March/Paper42/Q06/m22_qp_42_Q06_img3.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q06/m22_qp_42_Q06_img3.png
0580-2022March-Paper42-Q09,0,2,2022March,Paper42,Q09,Q09a.png,2022March/Paper42/Q09/Q09a.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q09/Q09a.png
0580-2022March-Paper42-Q09,1,2,2022March,Paper42,Q09,m22_qp_42_Q09_img1.png,2022March/Paper42/Q09/m22_qp_42_Q09_img1.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q09/m22_qp_42_Q09_img1.png
0580-2022March-Paper42-Q11,0,4,2022March,Paper42,Q11,Q11ai.png,2022March/Paper42/Q11/Q11ai.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q11/Q11ai.png
0580-2022March-Paper42-Q11,1,4,2022March,Paper42,Q11,Q11b.png,2022March/Paper42/Q11/Q11b.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q11/Q11b.png
0580-2022March-Paper42-Q11,2,4,2022March,Paper42,Q11,m22_qp_42_Q11_img1.png,2022March/Paper42/Q11/m22_qp_42_Q11_img1.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q11/m22_qp_42_Q11_img1.png
0580-2022March-Paper42-Q11,3,4,2022March,Paper42,Q11,m22_qp_42_Q11_img2.png,2022March/Paper42/Q11/m22_qp_42_Q11_img2.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q11/m22_qp_42_Q11_img2.png
0580-2022March-Paper42-Q12,0,2,2022March,Paper42,Q12,Q12b.png,2022March/Paper42/Q12/Q12b.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q12/Q12b.png
0580-2022March-Paper42-Q12,1,2,2022March,Paper42,Q12,m22_qp_42_Q12_img1.png,2022March/Paper42/Q12/m22_qp_42_Q12_img1.png,https://git25math.github.io/25maths-cie0580-figures/2022March/Paper42/Q12/m22_qp_42_Q12_img1.png
0580-2022MayJune-Paper11-Q01,0,1,2022MayJune,Paper11,Q01,Q01-BarChart.png,2022MayJune/Paper11/Q01/Q01-BarChart.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper11/Q01/Q01-BarChart.png
0580-2022MayJune-Paper11-Q02,0,1,2022MayJune,Paper11,Q02,Q02-LineL.png,2022MayJune/Paper11/Q02/Q02-LineL.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper11/Q02/Q02-LineL.png
0580-2022MayJune-Paper11-Q03,0,1,2022MayJune,Paper11,Q03,Q03-Circle.png,2022MayJune/Paper11/Q03/Q03-Circle.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper11/Q03/Q03-Circle.png
0580-2022MayJune-Paper11-Q04,0,1,2022MayJune,Paper11,Q04,Q04-ScaleMap.png,2022MayJune/Paper11/Q04/Q04-ScaleMap.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper11/Q04/Q04-ScaleMap.png
0580-2022MayJune-Paper11-Q07,0,1,2022MayJune,Paper11,Q07,Q07-ParallelLines.png,2022MayJune/Paper11/Q07/Q07-ParallelLines.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper11/Q07/Q07-ParallelLines.png
0580-2022MayJune-Paper11-Q15,0,1,2022MayJune,Paper11,Q15,Q15-RightTriangle.png,2022MayJune/Paper11/Q15/Q15-RightTriangle.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper11/Q15/Q15-RightTriangle.png
0580-2022MayJune-Paper11-Q23,0,1,2022MayJune,Paper11,Q23,Q23-Trapezium.png,2022MayJune/Paper11/Q23/Q23-Trapezium.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper11/Q23/Q23-Trapezium.png
0580-2022MayJune-Paper11-Q24,0,1,2022MayJune,Paper11,Q24,Q24-SimilarTriangles.png,2022MayJune/Paper11/Q24/Q24-SimilarTriangles.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper11/Q24/Q24-SimilarTriangles.png
0580-2022MayJune-Paper12-Q03,0,1,2022MayJune,Paper12,Q03,Q03-TriangleGrid.png,2022MayJune/Paper12/Q03/Q03-TriangleGrid.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper12/Q03/Q03-TriangleGrid.png
0580-2022MayJune-Paper12-Q06,0,1,2022MayJune,Paper12,Q06,Q06-BarChart.png,2022MayJune/Paper12/Q06/Q06-BarChart.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper12/Q06/Q06-BarChart.png
0580-2022MayJune-Paper12-Q22,0,1,2022MayJune,Paper12,Q22,Q22-Bearing.png,2022MayJune/Paper12/Q22/Q22-Bearing.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper12/Q22/Q22-Bearing.png
0580-2022MayJune-Paper12-Q24,0,1,2022MayJune,Paper12,Q24,Q24-Triangles.png,2022MayJune/Paper12/Q24/Q24-Triangles.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper12/Q24/Q24-Triangles.png
0580-2022MayJune-Paper41-Q01,0,1,2022MayJune,Paper41,Q01,Q01a-BoxPlot.png,2022MayJune/Paper41/Q01/Q01a-BoxPlot.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q01/Q01a-BoxPlot.png
0580-2022MayJune-Paper41-Q05,0,3,2022MayJune,Paper41,Q05,Q05a-Octagon.png,2022MayJune/Paper41/Q05/Q05a-Octagon.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q05/Q05a-Octagon.png
0580-2022MayJune-Paper41-Q05,1,3,2022MayJune,Paper41,Q05,Q05b-Container.png,2022MayJune/Paper41/Q05/Q05b-Container.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q05/Q05b-Container.png
0580-2022MayJune-Paper41-Q05,2,3,2022MayJune,Paper41,Q05,Q05c-CrossSection.png,2022MayJune/Paper41/Q05/Q05c-CrossSection.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q05/Q05c-CrossSection.png
0580-2022MayJune-Paper41-Q06,0,1,2022MayJune,Paper41,Q06,Q06a-Graph.png,2022MayJune/Paper41/Q06/Q06a-Graph.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q06/Q06a-Graph.png
0580-2022MayJune-Paper41-Q07,0,1,2022MayJune,Paper41,Q07,Q07a-Quadrilateral.png,2022MayJune/Paper41/Q07/Q07a-Quadrilateral.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q07/Q07a-Quadrilateral.png
0580-2022MayJune-Paper41-Q08,0,3,2022MayJune,Paper41,Q08,Q08a-VennAB.png,2022MayJune/Paper41/Q08/Q08a-VennAB.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q08/Q08a-VennAB.png
0580-2022MayJune-Paper41-Q08,1,3,2022MayJune,Paper41,Q08,Q08b-VennPQKLM.png,2022MayJune/Paper41/Q08/Q08b-VennPQKLM.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q08/Q08b-VennPQKLM.png
0580-2022MayJune-Paper41-Q08,2,3,2022MayJune,Paper41,Q08,Q08c-VennEM.png,2022MayJune/Paper41/Q08/Q08c-VennEM.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q08/Q08c-VennEM.png
0580-2022MayJune-Paper41-Q09,0,2,2022MayJune,Paper41,Q09,Q09a-RectSquare.png,2022MayJune/Paper41/Q09/Q09a-RectSquare.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q09/Q09a-RectSquare.png
0580-2022MayJune-Paper41-Q09,1,2,2022MayJune,Paper41,Q09,Q09b-Cubes.png,2022MayJune/Paper41/Q09/Q09b-Cubes.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper41/Q09/Q09b-Cubes.png
0580-2022MayJune-Paper42-Q02,0,2,2022MayJune,Paper42,Q02,Q02a-CirclePQRS.png,2022MayJune/Paper42/Q02/Q02a-CirclePQRS.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q02/Q02a-CirclePQRS.png
0580-2022MayJune-Paper42-Q02,1,2,2022MayJune,Paper42,Q02,Q02b-CircleABT.png,2022MayJune/Paper42/Q02/Q02b-CircleABT.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q02/Q02b-CircleABT.png
0580-2022MayJune-Paper42-Q04,0,1,2022MayJune,Paper42,Q04,Q04a-Trapezium.png,2022MayJune/Paper42/Q04/Q04a-Trapezium.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q04/Q04a-Trapezium.png
0580-2022MayJune-Paper42-Q05,0,2,2022MayJune,Paper42,Q05,Q05a-Rectangle.png,2022MayJune/Paper42/Q05/Q05a-Rectangle.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q05/Q05a-Rectangle.png
0580-2022MayJune-Paper42-Q05,1,2,2022MayJune,Paper42,Q05,Q05b-Triangles.png,2022MayJune/Paper42/Q05/Q05b-Triangles.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q05/Q05b-Triangles.png
0580-2022MayJune-Paper42-Q07,0,1,2022MayJune,Paper42,Q07,Q07a-HistogramGrid.png,2022MayJune/Paper42/Q07/Q07a-HistogramGrid.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q07/Q07a-HistogramGrid.png
0580-2022MayJune-Paper42-Q09,0,2,2022MayJune,Paper42,Q09,Q09a-TrianglePMR.png,2022MayJune/Paper42/Q09/Q09a-TrianglePMR.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q09/Q09a-TrianglePMR.png
0580-2022MayJune-Paper42-Q09,1,2,2022MayJune,Paper42,Q09,Q09b-SimilarTriangles.png,2022MayJune/Paper42/Q09/Q09b-SimilarTriangles.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q09/Q09b-SimilarTriangles.png
0580-2022MayJune-Paper42-Q10,0,1,2022MayJune,Paper42,Q10,Q10a-RegionR.png,2022MayJune/Paper42/Q10/Q10a-RegionR.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q10/Q10a-RegionR.png
0580-2022MayJune-Paper42-Q11,0,1,2022MayJune,Paper42,Q11,Q11a-RectCylinder.png,2022MayJune/Paper42/Q11/Q11a-RectCylinder.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q11/Q11a-RectCylinder.png
0580-2022MayJune-Paper42-Q12,0,1,2022MayJune,Paper42,Q12,Q12a-SketchAxes.png,2022MayJune/Paper42/Q12/Q12a-SketchAxes.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper42/Q12/Q12a-SketchAxes.png
0580-2022MayJune-Paper43-Q01,0,1,2022MayJune,Paper43,Q01,Q01.png,2022MayJune/Paper43/Q01/Q01.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q01/Q01.png
0580-2022MayJune-Paper43-Q02,0,1,2022MayJune,Paper43,Q02,Q02a-Triangles.png,2022MayJune/Paper43/Q02/Q02a-Triangles.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q02/Q02a-Triangles.png
0580-2022MayJune-Paper43-Q03,0,1,2022MayJune,Paper43,Q03,Q03a.png,2022MayJune/Paper43/Q03/Q03a.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q03/Q03a.png
0580-2022MayJune-Paper43-Q04,0,1,2022MayJune,Paper43,Q04,Q04a-Polygon.png,2022MayJune/Paper43/Q04/Q04a-Polygon.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q04/Q04a-Polygon.png
0580-2022MayJune-Paper43-Q05,0,4,2022MayJune,Paper43,Q05,Q05.png,2022MayJune/Paper43/Q05/Q05.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q05/Q05.png
0580-2022MayJune-Paper43-Q05,1,4,2022MayJune,Paper43,Q05,Q05a-CumulativeFreq.png,2022MayJune/Paper43/Q05/Q05a-CumulativeFreq.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q05/Q05a-CumulativeFreq.png
0580-2022MayJune-Paper43-Q05,2,4,2022MayJune,Paper43,Q05,Q05ci.png,2022MayJune/Paper43/Q05/Q05ci.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q05/Q05ci.png
0580-2022MayJune-Paper43-Q05,3,4,2022MayJune,Paper43,Q05,Q05cii.png,2022MayJune/Paper43/Q05/Q05cii.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q05/Q05cii.png
0580-2022MayJune-Paper43-Q07,0,2,2022MayJune,Paper43,Q07,Q07.png,2022MayJune/Paper43/Q07/Q07.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q07/Q07.png
0580-2022MayJune-Paper43-Q07,1,2,2022MayJune,Paper43,Q07,Q07a-TriangleABC.png,2022MayJune/Paper43/Q07/Q07a-TriangleABC.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q07/Q07a-TriangleABC.png
0580-2022MayJune-Paper43-Q09,0,2,2022MayJune,Paper43,Q09,Q09a-SketchAxes.png,2022MayJune/Paper43/Q09/Q09a-SketchAxes.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q09/Q09a-SketchAxes.png
0580-2022MayJune-Paper43-Q09,1,2,2022MayJune,Paper43,Q09,Q09a.png,2022MayJune/Paper43/Q09/Q09a.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q09/Q09a.png
0580-2022MayJune-Paper43-Q10,0,2,2022MayJune,Paper43,Q10,Q10.png,2022MayJune/Paper43/Q10/Q10.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q10/Q10.png
0580-2022MayJune-Paper43-Q10,1,2,2022MayJune,Paper43,Q10,Q10a-Cuboid.png,2022MayJune/Paper43/Q10/Q10a-Cuboid.png,https://git25math.github.io/25maths-cie0580-figures/2022MayJune/Paper43/Q10/Q10a-Cuboid.png
0580-2022OctNov-Paper41-Q01,0,2,2022OctNov,Paper41,Q01,Q01a-CylinderHemisphere.png,2022OctNov/Paper41/Q01/Q01a-CylinderHemisphere.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q01/Q01a-CylinderHemisphere.png
0580-2022OctNov-Paper41-Q01,1,2,2022OctNov,Paper41,Q01,Q01b.png,2022OctNov/Paper41/Q01/Q01b.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q01/Q01b.png
0580-2022OctNov-Paper41-Q03,0,2,2022OctNov,Paper41,Q03,Q03a-NumberLine.png,2022OctNov/Paper41/Q03/Q03a-NumberLine.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q03/Q03a-NumberLine.png
0580-2022OctNov-Paper41-Q03,1,2,2022OctNov,Paper41,Q03,Q03a.png,2022OctNov/Paper41/Q03/Q03a.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q03/Q03a.png
0580-2022OctNov-Paper41-Q05,0,4,2022OctNov,Paper41,Q05,Q05a-CumulativeFreq.png,2022OctNov/Paper41/Q05/Q05a-CumulativeFreq.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q05/Q05a-CumulativeFreq.png
0580-2022OctNov-Paper41-Q05,1,4,2022OctNov,Paper41,Q05,Q05a.png,2022OctNov/Paper41/Q05/Q05a.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q05/Q05a.png
0580-2022OctNov-Paper41-Q05,2,4,2022OctNov,Paper41,Q05,Q05b.png,2022OctNov/Paper41/Q05/Q05b.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q05/Q05b.png
0580-2022OctNov-Paper41-Q05,3,4,2022OctNov,Paper41,Q05,Q05bii.png,2022OctNov/Paper41/Q05/Q05bii.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q05/Q05bii.png
0580-2022OctNov-Paper41-Q06,0,2,2022OctNov,Paper41,Q06,Q06a-TriangleOGH.png,2022OctNov/Paper41/Q06/Q06a-TriangleOGH.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q06/Q06a-TriangleOGH.png
0580-2022OctNov-Paper41-Q06,1,2,2022OctNov,Paper41,Q06,Q06c.png,2022OctNov/Paper41/Q06/Q06c.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q06/Q06c.png
0580-2022OctNov-Paper41-Q08,0,2,2022OctNov,Paper41,Q08,Q08.png,2022OctNov/Paper41/Q08/Q08.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q08/Q08.png
0580-2022OctNov-Paper41-Q08,1,2,2022OctNov,Paper41,Q08,Q08a-TrianglePoles.png,2022OctNov/Paper41/Q08/Q08a-TrianglePoles.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q08/Q08a-TrianglePoles.png
0580-2022OctNov-Paper41-Q09,0,4,2022OctNov,Paper41,Q09,Q09a-RectanglesAB.png,2022OctNov/Paper41/Q09/Q09a-RectanglesAB.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q09/Q09a-RectanglesAB.png
0580-2022OctNov-Paper41-Q09,1,4,2022OctNov,Paper41,Q09,Q09a.png,2022OctNov/Paper41/Q09/Q09a.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q09/Q09a.png
0580-2022OctNov-Paper41-Q09,2,4,2022OctNov,Paper41,Q09,Q09b-RectanglesHh.png,2022OctNov/Paper41/Q09/Q09b-RectanglesHh.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q09/Q09b-RectanglesHh.png
0580-2022OctNov-Paper41-Q09,3,4,2022OctNov,Paper41,Q09,Q09b.png,2022OctNov/Paper41/Q09/Q09b.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q09/Q09b.png
0580-2022OctNov-Paper41-Q10,0,2,2022OctNov,Paper41,Q10,Q10a-GraphSketch.png,2022OctNov/Paper41/Q10/Q10a-GraphSketch.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q10/Q10a-GraphSketch.png
0580-2022OctNov-Paper41-Q10,1,2,2022OctNov,Paper41,Q10,Q10a.png,2022OctNov/Paper41/Q10/Q10a.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper41/Q10/Q10a.png
0580-2022OctNov-Paper42-Q01,0,4,2022OctNov,Paper42,Q01,Q01bii.png,2022OctNov/Paper42/Q01/Q01bii.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q01/Q01bii.png
0580-2022OctNov-Paper42-Q01,1,4,2022OctNov,Paper42,Q01,Q10b.png,2022OctNov/Paper42/Q01/Q10b.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q01/Q10b.png
0580-2022OctNov-Paper42-Q01,2,4,2022OctNov,Paper42,Q01,Q10c.png,2022OctNov/Paper42/Q01/Q10c.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q01/Q10c.png
0580-2022OctNov-Paper42-Q01,3,4,2022OctNov,Paper42,Q01,Q11.png,2022OctNov/Paper42/Q01/Q11.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q01/Q11.png
0580-2022OctNov-Paper42-Q02,0,3,2022OctNov,Paper42,Q02,Q02.png,2022OctNov/Paper42/Q02/Q02.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q02/Q02.png
0580-2022OctNov-Paper42-Q02,1,3,2022OctNov,Paper42,Q02,Q02a.png,2022OctNov/Paper42/Q02/Q02a.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q02/Q02a.png
0580-2022OctNov-Paper42-Q02,2,3,2022OctNov,Paper42,Q02,Q02aiii.png,2022OctNov/Paper42/Q02/Q02aiii.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q02/Q02aiii.png
0580-2022OctNov-Paper42-Q03,0,2,2022OctNov,Paper42,Q03,Q03.png,2022OctNov/Paper42/Q03/Q03.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q03/Q03.png
0580-2022OctNov-Paper42-Q03,1,2,2022OctNov,Paper42,Q03,Q03aii.png,2022OctNov/Paper42/Q03/Q03aii.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q03/Q03aii.png
0580-2022OctNov-Paper42-Q04,0,1,2022OctNov,Paper42,Q04,Q04.png,2022OctNov/Paper42/Q04/Q04.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q04/Q04.png
0580-2022OctNov-Paper42-Q05,0,1,2022OctNov,Paper42,Q05,Q05a.png,2022OctNov/Paper42/Q05/Q05a.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q05/Q05a.png
0580-2022OctNov-Paper42-Q07,0,3,2022OctNov,Paper42,Q07,Q07a.png,2022OctNov/Paper42/Q07/Q07a.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q07/Q07a.png
0580-2022OctNov-Paper42-Q07,1,3,2022OctNov,Paper42,Q07,Q07b.png,2022OctNov/Paper42/Q07/Q07b.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q07/Q07b.png
0580-2022OctNov-Paper42-Q07,2,3,2022OctNov,Paper42,Q07,Q07c.png,2022OctNov/Paper42/Q07/Q07c.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q07/Q07c.png
0580-2022OctNov-Paper42-Q09,0,1,2022OctNov,Paper42,Q09,Q09.png,2022OctNov/Paper42/Q09/Q09.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper42/Q09/Q09.png
0580-2022OctNov-Paper43-Q01,0,2,2022OctNov,Paper43,Q01,Q01a.png,2022OctNov/Paper43/Q01/Q01a.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper43/Q01/Q01a.png
0580-2022OctNov-Paper43-Q01,1,2,2022OctNov,Paper43,Q01,Q01c.png,2022OctNov/Paper43/Q01/Q01c.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper43/Q01/Q01c.png
0580-2022OctNov-Paper43-Q03,0,2,2022OctNov,Paper43,Q03,Q03.png,2022OctNov/Paper43/Q03/Q03.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper43/Q03/Q03.png
0580-2022OctNov-Paper43-Q03,1,2,2022OctNov,Paper43,Q03,Q03a.png,2022OctNov/Paper43/Q03/Q03a.png,https://git25math.github.io/25maths-cie0580-figures/2022OctNov/Paper43/Q03/Q03a.png
