qid,figure_index,figure_count,session,paper,question,file_name,relative_path,public_url
0580-2018March-Paper12-Q07,0,1,2018March,Paper12,Q07,Q07-PentagonKite.png,2018March/Paper12/Q07/Q07-PentagonKite.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper12/Q07/Q07-PentagonKite.png
0580-2018March-Paper12-Q11,0,1,2018March,Paper12,Q11,Q11-GridShape.png,2018March/Paper12/Q11/Q11-GridShape.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper12/Q11/Q11-GridShape.png
0580-2018March-Paper12-Q20,0,1,2018March,Paper12,Q20,Q20-GeometryAngles.png,2018March/Paper12/Q20/Q20-GeometryAngles.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper12/Q20/Q20-GeometryAngles.png
0580-2018March-Paper12-Q23,0,1,2018March,Paper12,Q23,Q23-TriangleABC.png,2018March/Paper12/Q23/Q23-TriangleABC.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper12/Q23/Q23-TriangleABC.png
0580-2018March-Paper12-Q24,0,2,2018March,Paper12,Q24,Q24-GeometryAngleBisector.png,2018March/Paper12/Q24/Q24-GeometryAngleBisector.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper12/Q24/Q24-GeometryAngleBisector.png
0580-2018March-Paper12-Q24,1,2,2018March,Paper12,Q24,Q24-GeometryPerpendicularBisector.png,2018March/Paper12/Q24/Q24-GeometryPerpendicularBisector.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper12/Q24/Q24-GeometryPerpendicularBisector.png
0580-2018March-Paper22-Q05,0,1,2018March,Paper22,Q05,Q05-PentagonKite.png,2018March/Paper22/Q05/Q05-PentagonKite.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper22/Q05/Q05-PentagonKite.png
0580-2018March-Paper22-Q07,0,1,2018March,Paper22,Q07,Q07-HexagonVectors.png,2018March/Paper22/Q07/Q07-HexagonVectors.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper22/Q07/Q07-HexagonVectors.png
0580-2018March-Paper22-Q14,0,1,2018March,Paper22,Q14,Q14-CircleCyclicQuad.png,2018March/Paper22/Q14/Q14-CircleCyclicQuad.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper22/Q14/Q14-CircleCyclicQuad.png
0580-2018March-Paper22-Q15,0,1,2018March,Paper22,Q15,Q15-ParallelAngles.png,2018March/Paper22/Q15/Q15-ParallelAngles.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper22/Q15/Q15-ParallelAngles.png
0580-2018March-Paper22-Q16,0,1,2018March,Paper22,Q16,Q16-RightTriangle.png,2018March/Paper22/Q16/Q16-RightTriangle.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper22/Q16/Q16-RightTriangle.png
0580-2018March-Paper22-Q18,0,2,2018March,Paper22,Q18,Q18-AngleBisector.png,2018March/Paper22/Q18/Q18-AngleBisector.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper22/Q18/Q18-AngleBisector.png
0580-2018March-Paper22-Q18,1,2,2018March,Paper22,Q18,Q18-PerpendicularBisector.png,2018March/Paper22/Q18/Q18-PerpendicularBisector.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper22/Q18/Q18-PerpendicularBisector.png
0580-2018March-Paper22-Q19,0,1,2018March,Paper22,Q19,Q19-VennDiagram.png,2018March/Paper22/Q19/Q19-VennDiagram.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper22/Q19/Q19-VennDiagram.png
0580-2018March-Paper22-Q20,0,1,2018March,Paper22,Q20,Q20-CoordinateTransform.png,2018March/Paper22/Q20/Q20-CoordinateTransform.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper22/Q20/Q20-CoordinateTransform.png
0580-2018March-Paper32-Q01,0,3,2018March,Paper32,Q01,Q01-Cuboid.png,2018March/Paper32/Q01/Q01-Cuboid.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q01/Q01-Cuboid.png
0580-2018March-Paper32-Q01,1,3,2018March,Paper32,Q01,Q01-GridShapeB.png,2018March/Paper32/Q01/Q01-GridShapeB.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q01/Q01-GridShapeB.png
0580-2018March-Paper32-Q01,2,3,2018March,Paper32,Q01,Q01-SimilarRectangles.png,2018March/Paper32/Q01/Q01-SimilarRectangles.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q01/Q01-SimilarRectangles.png
0580-2018March-Paper32-Q02,0,2,2018March,Paper32,Q02,Q02-ExamTable.png,2018March/Paper32/Q02/Q02-ExamTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q02/Q02-ExamTable.png
0580-2018March-Paper32-Q02,1,2,2018March,Paper32,Q02,Q02-SpreadsheetPattern.png,2018March/Paper32/Q02/Q02-SpreadsheetPattern.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q02/Q02-SpreadsheetPattern.png
0580-2018March-Paper32-Q03,0,3,2018March,Paper32,Q03,Q03-TallyTable.png,2018March/Paper32/Q03/Q03-TallyTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q03/Q03-TallyTable.png
0580-2018March-Paper32-Q03,1,3,2018March,Paper32,Q03,Q03-TideTable.png,2018March/Paper32/Q03/Q03-TideTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q03/Q03-TideTable.png
0580-2018March-Paper32-Q03,2,3,2018March,Paper32,Q03,Q03-WaterSportsData.png,2018March/Paper32/Q03/Q03-WaterSportsData.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q03/Q03-WaterSportsData.png
0580-2018March-Paper32-Q04,0,2,2018March,Paper32,Q04,Q04-FishPieChart.png,2018March/Paper32/Q04/Q04-FishPieChart.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q04/Q04-FishPieChart.png
0580-2018March-Paper32-Q04,1,2,2018March,Paper32,Q04,Q04-FishPieTable.png,2018March/Paper32/Q04/Q04-FishPieTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q04/Q04-FishPieTable.png
0580-2018March-Paper32-Q06,0,2,2018March,Paper32,Q06,Q06-DistanceTimeGraphA.png,2018March/Paper32/Q06/Q06-DistanceTimeGraphA.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q06/Q06-DistanceTimeGraphA.png
0580-2018March-Paper32-Q06,1,2,2018March,Paper32,Q06,Q06-DistanceTimeGraphB.png,2018March/Paper32/Q06/Q06-DistanceTimeGraphB.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q06/Q06-DistanceTimeGraphB.png
0580-2018March-Paper32-Q07,0,2,2018March,Paper32,Q07,Q07-CoordinateShapes.png,2018March/Paper32/Q07/Q07-CoordinateShapes.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q07/Q07-CoordinateShapes.png
0580-2018March-Paper32-Q07,1,2,2018March,Paper32,Q07,Q07.png,2018March/Paper32/Q07/Q07.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q07/Q07.png
0580-2018March-Paper32-Q08,0,1,2018March,Paper32,Q08,Q08-BearingDiagram.png,2018March/Paper32/Q08/Q08-BearingDiagram.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q08/Q08-BearingDiagram.png
0580-2018March-Paper32-Q10,0,1,2018March,Paper32,Q10,Q10-StudentDataTable.png,2018March/Paper32/Q10/Q10-StudentDataTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q10/Q10-StudentDataTable.png
0580-2018March-Paper32-Q11,0,3,2018March,Paper32,Q11,Q11-GraphGrid.png,2018March/Paper32/Q11/Q11-GraphGrid.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q11/Q11-GraphGrid.png
0580-2018March-Paper32-Q11,1,3,2018March,Paper32,Q11,Q11-LinearEquationCards.png,2018March/Paper32/Q11/Q11-LinearEquationCards.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q11/Q11-LinearEquationCards.png
0580-2018March-Paper32-Q11,2,3,2018March,Paper32,Q11,Q11-XYValueTable.png,2018March/Paper32/Q11/Q11-XYValueTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper32/Q11/Q11-XYValueTable.png
0580-2018March-Paper42-Q02,0,2,2018March,Paper42,Q02,Q02-CircleSquare.png,2018March/Paper42/Q02/Q02-CircleSquare.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q02/Q02-CircleSquare.png
0580-2018March-Paper42-Q02,1,2,2018March,Paper42,Q02,Q02.png,2018March/Paper42/Q02/Q02.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q02/Q02.png
0580-2018March-Paper42-Q03,0,4,2018March,Paper42,Q03,Q03-GraphGrid.png,2018March/Paper42/Q03/Q03-GraphGrid.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q03/Q03-GraphGrid.png
0580-2018March-Paper42-Q03,1,4,2018March,Paper42,Q03,Q03-XYValueTable.png,2018March/Paper42/Q03/Q03-XYValueTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q03/Q03-XYValueTable.png
0580-2018March-Paper42-Q03,2,4,2018March,Paper42,Q03,Q03.png,2018March/Paper42/Q03/Q03.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q03/Q03.png
0580-2018March-Paper42-Q03,3,4,2018March,Paper42,Q03,Q03b.png,2018March/Paper42/Q03/Q03b.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q03/Q03b.png
0580-2018March-Paper42-Q05,0,2,2018March,Paper42,Q05,Q05-HexagonalPrism.png,2018March/Paper42/Q05/Q05-HexagonalPrism.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q05/Q05-HexagonalPrism.png
0580-2018March-Paper42-Q05,1,2,2018March,Paper42,Q05,Q05a.png,2018March/Paper42/Q05/Q05a.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q05/Q05a.png
0580-2018March-Paper42-Q06,0,2,2018March,Paper42,Q06,Q06-LargeGraphGrid.png,2018March/Paper42/Q06/Q06-LargeGraphGrid.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q06/Q06-LargeGraphGrid.png
0580-2018March-Paper42-Q06,1,2,2018March,Paper42,Q06,Q06b.png,2018March/Paper42/Q06/Q06b.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q06/Q06b.png
0580-2018March-Paper42-Q07,0,6,2018March,Paper42,Q07,Q07-CumulativeFreqGrid.png,2018March/Paper42/Q07/Q07-CumulativeFreqGrid.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q07/Q07-CumulativeFreqGrid.png
0580-2018March-Paper42-Q07,1,6,2018March,Paper42,Q07,Q07-CumulativeFreqTable.png,2018March/Paper42/Q07/Q07-CumulativeFreqTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q07/Q07-CumulativeFreqTable.png
0580-2018March-Paper42-Q07,2,6,2018March,Paper42,Q07,Q07-FrequencyTable.png,2018March/Paper42/Q07/Q07-FrequencyTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q07/Q07-FrequencyTable.png
0580-2018March-Paper42-Q07,3,6,2018March,Paper42,Q07,Q07.png,2018March/Paper42/Q07/Q07.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q07/Q07.png
0580-2018March-Paper42-Q07,4,6,2018March,Paper42,Q07,Q07b.png,2018March/Paper42/Q07/Q07b.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q07/Q07b.png
0580-2018March-Paper42-Q07,5,6,2018March,Paper42,Q07,Q07c.png,2018March/Paper42/Q07/Q07c.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q07/Q07c.png
0580-2018March-Paper42-Q08,0,2,2018March,Paper42,Q08,Q08-BearingTriangle.png,2018March/Paper42/Q08/Q08-BearingTriangle.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q08/Q08-BearingTriangle.png
0580-2018March-Paper42-Q08,1,2,2018March,Paper42,Q08,Q08.png,2018March/Paper42/Q08/Q08.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q08/Q08.png
0580-2018March-Paper42-Q10,0,2,2018March,Paper42,Q10,Q10-LineAB.png,2018March/Paper42/Q10/Q10-LineAB.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q10/Q10-LineAB.png
0580-2018March-Paper42-Q10,1,2,2018March,Paper42,Q10,Q10a.png,2018March/Paper42/Q10/Q10a.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q10/Q10a.png
0580-2018March-Paper42-Q11,0,2,2018March,Paper42,Q11,Q11-SequenceTable.png,2018March/Paper42/Q11/Q11-SequenceTable.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q11/Q11-SequenceTable.png
0580-2018March-Paper42-Q11,1,2,2018March,Paper42,Q11,Q11.png,2018March/Paper42/Q11/Q11.png,https://git25math.github.io/25maths-cie0580-figures/2018March/Paper42/Q11/Q11.png
0580-2018MayJune-Paper11-Q03,0,1,2018MayJune,Paper11,Q03,Q03-Quadrilateral.png,2018MayJune/Paper11/Q03/Q03-Quadrilateral.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper11/Q03/Q03-Quadrilateral.png
0580-2018MayJune-Paper11-Q07,0,1,2018MayJune,Paper11,Q07,Q07-ParallelLines.png,2018MayJune/Paper11/Q07/Q07-ParallelLines.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper11/Q07/Q07-ParallelLines.png
0580-2018MayJune-Paper11-Q12,0,1,2018MayJune,Paper11,Q12,Q12-Vectors.png,2018MayJune/Paper11/Q12/Q12-Vectors.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper11/Q12/Q12-Vectors.png
0580-2018MayJune-Paper11-Q16,0,1,2018MayJune,Paper11,Q16,Q16-Enlargement.png,2018MayJune/Paper11/Q16/Q16-Enlargement.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper11/Q16/Q16-Enlargement.png
0580-2018MayJune-Paper11-Q21,0,1,2018MayJune,Paper11,Q21,Q21-Net.png,2018MayJune/Paper11/Q21/Q21-Net.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper11/Q21/Q21-Net.png
0580-2018MayJune-Paper12-Q08,0,1,2018MayJune,Paper12,Q08,Q08-Diagram.png,2018MayJune/Paper12/Q08/Q08-Diagram.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper12/Q08/Q08-Diagram.png
0580-2018MayJune-Paper12-Q16,0,1,2018MayJune,Paper12,Q16,Q16-Triangle.png,2018MayJune/Paper12/Q16/Q16-Triangle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper12/Q16/Q16-Triangle.png
0580-2018MayJune-Paper12-Q17,0,1,2018MayJune,Paper12,Q17,Q17-Cuboid.png,2018MayJune/Paper12/Q17/Q17-Cuboid.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper12/Q17/Q17-Cuboid.png
0580-2018MayJune-Paper12-Q18,0,1,2018MayJune,Paper12,Q18,Q18-Rectangle.png,2018MayJune/Paper12/Q18/Q18-Rectangle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper12/Q18/Q18-Rectangle.png
0580-2018MayJune-Paper12-Q23,0,1,2018MayJune,Paper12,Q23,Q23-ScatterDiagram.png,2018MayJune/Paper12/Q23/Q23-ScatterDiagram.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper12/Q23/Q23-ScatterDiagram.png
0580-2018MayJune-Paper13-Q06,0,1,2018MayJune,Paper13,Q06,Q06-CircleGeometry.png,2018MayJune/Paper13/Q06/Q06-CircleGeometry.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper13/Q06/Q06-CircleGeometry.png
0580-2018MayJune-Paper13-Q16,0,1,2018MayJune,Paper13,Q16,Q16-RightTriangle.png,2018MayJune/Paper13/Q16/Q16-RightTriangle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper13/Q16/Q16-RightTriangle.png
0580-2018MayJune-Paper13-Q17,0,1,2018MayJune,Paper13,Q17,Q17-Cuboid.png,2018MayJune/Paper13/Q17/Q17-Cuboid.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper13/Q17/Q17-Cuboid.png
0580-2018MayJune-Paper13-Q19,0,1,2018MayJune,Paper13,Q19,Q19-CoordinatePlane.png,2018MayJune/Paper13/Q19/Q19-CoordinatePlane.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper13/Q19/Q19-CoordinatePlane.png
0580-2018MayJune-Paper13-Q21,0,1,2018MayJune,Paper13,Q21,Q21-ScaleDrawing.png,2018MayJune/Paper13/Q21/Q21-ScaleDrawing.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper13/Q21/Q21-ScaleDrawing.png
0580-2018MayJune-Paper13-Q22,0,2,2018MayJune,Paper13,Q22,Q22-Rectangle.png,2018MayJune/Paper13/Q22/Q22-Rectangle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper13/Q22/Q22-Rectangle.png
0580-2018MayJune-Paper13-Q22,1,2,2018MayJune,Paper13,Q22,Q22-Trapezoid.png,2018MayJune/Paper13/Q22/Q22-Trapezoid.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper13/Q22/Q22-Trapezoid.png
0580-2018MayJune-Paper13-Q24,0,1,2018MayJune,Paper13,Q24,Q24-Quadrilateral.png,2018MayJune/Paper13/Q24/Q24-Quadrilateral.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper13/Q24/Q24-Quadrilateral.png
0580-2018MayJune-Paper21-Q05,0,1,2018MayJune,Paper21,Q05,Q05-Geometry.png,2018MayJune/Paper21/Q05/Q05-Geometry.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper21/Q05/Q05-Geometry.png
0580-2018MayJune-Paper21-Q07,0,1,2018MayJune,Paper21,Q07,Q07-Triangle.png,2018MayJune/Paper21/Q07/Q07-Triangle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper21/Q07/Q07-Triangle.png
0580-2018MayJune-Paper21-Q14,0,1,2018MayJune,Paper21,Q14,Q14-Triangle.png,2018MayJune/Paper21/Q14/Q14-Triangle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper21/Q14/Q14-Triangle.png
0580-2018MayJune-Paper21-Q16,0,1,2018MayJune,Paper21,Q16,Q16-Grid.png,2018MayJune/Paper21/Q16/Q16-Grid.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper21/Q16/Q16-Grid.png
0580-2018MayJune-Paper21-Q17,0,1,2018MayJune,Paper21,Q17,Q17-SpeedTime.png,2018MayJune/Paper21/Q17/Q17-SpeedTime.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper21/Q17/Q17-SpeedTime.png
0580-2018MayJune-Paper21-Q18,0,1,2018MayJune,Paper21,Q18,Q18-Cumulative.png,2018MayJune/Paper21/Q18/Q18-Cumulative.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper21/Q18/Q18-Cumulative.png
0580-2018MayJune-Paper21-Q19,0,1,2018MayJune,Paper21,Q19,Q19-Triangle.png,2018MayJune/Paper21/Q19/Q19-Triangle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper21/Q19/Q19-Triangle.png
0580-2018MayJune-Paper21-Q21,0,1,2018MayJune,Paper21,Q21,Q21-Region.png,2018MayJune/Paper21/Q21/Q21-Region.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper21/Q21/Q21-Region.png
0580-2018MayJune-Paper22-Q09,0,1,2018MayJune,Paper22,Q09,Q09-Points.png,2018MayJune/Paper22/Q09/Q09-Points.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q09/Q09-Points.png
0580-2018MayJune-Paper22-Q11,0,1,2018MayJune,Paper22,Q11,Q11-Triangles.png,2018MayJune/Paper22/Q11/Q11-Triangles.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q11/Q11-Triangles.png
0580-2018MayJune-Paper22-Q13,0,1,2018MayJune,Paper22,Q13,Q13-Histogram.png,2018MayJune/Paper22/Q13/Q13-Histogram.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q13/Q13-Histogram.png
0580-2018MayJune-Paper22-Q14,0,1,2018MayJune,Paper22,Q14,Q14-Cuboid.png,2018MayJune/Paper22/Q14/Q14-Cuboid.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q14/Q14-Cuboid.png
0580-2018MayJune-Paper22-Q16,0,1,2018MayJune,Paper22,Q16,Q16-Circle.png,2018MayJune/Paper22/Q16/Q16-Circle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q16/Q16-Circle.png
0580-2018MayJune-Paper22-Q17,0,1,2018MayJune,Paper22,Q17,Q17-SpeedTime.png,2018MayJune/Paper22/Q17/Q17-SpeedTime.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q17/Q17-SpeedTime.png
0580-2018MayJune-Paper22-Q19,0,1,2018MayJune,Paper22,Q19,Q19-Grid.png,2018MayJune/Paper22/Q19/Q19-Grid.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q19/Q19-Grid.png
0580-2018MayJune-Paper22-Q21,0,1,2018MayJune,Paper22,Q21,Q21-Scatter.png,2018MayJune/Paper22/Q21/Q21-Scatter.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q21/Q21-Scatter.png
0580-2018MayJune-Paper22-Q22,0,1,2018MayJune,Paper22,Q22,Q22-Vectors.png,2018MayJune/Paper22/Q22/Q22-Vectors.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q22/Q22-Vectors.png
0580-2018MayJune-Paper22-Q23,0,1,2018MayJune,Paper22,Q23,Q23-Venn.png,2018MayJune/Paper22/Q23/Q23-Venn.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper22/Q23/Q23-Venn.png
0580-2018MayJune-Paper23-Q14,0,1,2018MayJune,Paper23,Q14,Q14-VectorDiagram.png,2018MayJune/Paper23/Q14/Q14-VectorDiagram.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper23/Q14/Q14-VectorDiagram.png
0580-2018MayJune-Paper23-Q20,0,1,2018MayJune,Paper23,Q20,Q20-CircleGeometry.png,2018MayJune/Paper23/Q20/Q20-CircleGeometry.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper23/Q20/Q20-CircleGeometry.png
0580-2018MayJune-Paper23-Q23,0,1,2018MayJune,Paper23,Q23,Q23-Trigonometry.png,2018MayJune/Paper23/Q23/Q23-Trigonometry.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper23/Q23/Q23-Trigonometry.png
0580-2018MayJune-Paper23-Q24,0,1,2018MayJune,Paper23,Q24,Q24-SpeedTimeGraph.png,2018MayJune/Paper23/Q24/Q24-SpeedTimeGraph.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper23/Q24/Q24-SpeedTimeGraph.png
0580-2018MayJune-Paper23-Q25,0,2,2018MayJune,Paper23,Q25,Q25a-Geometry.png,2018MayJune/Paper23/Q25/Q25a-Geometry.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper23/Q25/Q25a-Geometry.png
0580-2018MayJune-Paper23-Q25,1,2,2018MayJune,Paper23,Q25,Q25b-SimilarShapes.png,2018MayJune/Paper23/Q25/Q25b-SimilarShapes.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper23/Q25/Q25b-SimilarShapes.png
0580-2018MayJune-Paper23-Q26,0,1,2018MayJune,Paper23,Q26,Q26-Transformations.png,2018MayJune/Paper23/Q26/Q26-Transformations.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper23/Q26/Q26-Transformations.png
0580-2018MayJune-Paper31-Q04,0,1,2018MayJune,Paper31,Q04,Q04-Quadrilateral.png,2018MayJune/Paper31/Q04/Q04-Quadrilateral.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper31/Q04/Q04-Quadrilateral.png
0580-2018MayJune-Paper31-Q05,0,1,2018MayJune,Paper31,Q05,Q05-ScatterDiagram.png,2018MayJune/Paper31/Q05/Q05-ScatterDiagram.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper31/Q05/Q05-ScatterDiagram.png
0580-2018MayJune-Paper31-Q07,0,1,2018MayJune,Paper31,Q07,Q07-Map.png,2018MayJune/Paper31/Q07/Q07-Map.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper31/Q07/Q07-Map.png
0580-2018MayJune-Paper31-Q08,0,1,2018MayJune,Paper31,Q08,Q08-TravelGraph.png,2018MayJune/Paper31/Q08/Q08-TravelGraph.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper31/Q08/Q08-TravelGraph.png
0580-2018MayJune-Paper31-Q09,0,1,2018MayJune,Paper31,Q09,Q09-Circle.png,2018MayJune/Paper31/Q09/Q09-Circle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper31/Q09/Q09-Circle.png
0580-2018MayJune-Paper31-Q10,0,1,2018MayJune,Paper31,Q10,Q10-Quadratic.png,2018MayJune/Paper31/Q10/Q10-Quadratic.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper31/Q10/Q10-Quadratic.png
0580-2018MayJune-Paper33-Q02,0,4,2018MayJune,Paper33,Q02,Q02-Circle.png,2018MayJune/Paper33/Q02/Q02-Circle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper33/Q02/Q02-Circle.png
0580-2018MayJune-Paper33-Q02,1,4,2018MayJune,Paper33,Q02,Q02-Shapes.png,2018MayJune/Paper33/Q02/Q02-Shapes.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper33/Q02/Q02-Shapes.png
0580-2018MayJune-Paper33-Q02,2,4,2018MayJune,Paper33,Q02,Q02-Triangle.png,2018MayJune/Paper33/Q02/Q02-Triangle.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper33/Q02/Q02-Triangle.png
0580-2018MayJune-Paper33-Q02,3,4,2018MayJune,Paper33,Q02,Q02-Triangles.png,2018MayJune/Paper33/Q02/Q02-Triangles.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper33/Q02/Q02-Triangles.png
0580-2018MayJune-Paper33-Q05,0,1,2018MayJune,Paper33,Q05,Q05-PieChart.png,2018MayJune/Paper33/Q05/Q05-PieChart.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper33/Q05/Q05-PieChart.png
0580-2018MayJune-Paper33-Q06,0,1,2018MayJune,Paper33,Q06,Q06-Graph.png,2018MayJune/Paper33/Q06/Q06-Graph.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper33/Q06/Q06-Graph.png
0580-2018MayJune-Paper33-Q07,0,1,2018MayJune,Paper33,Q07,Q07-Triangles.png,2018MayJune/Paper33/Q07/Q07-Triangles.png,https://git25math.github.io/25maths-cie0580-figures/2018MayJune/Paper33/Q07/Q07-Triangles.png
